,m_time,measure_time,sn,$c0_am0#am_ms#0__cfg,$c0_pm10#pm_ugm3#0__cfg,$c0_pm2p5#pm_ugm3#0__cfg,$c0_rh0#rh_p#0__cfg,$c0_tm0#tm_c#0__cfg,$c0_wv0#wv_deg#0__cfg,$c1_0#ec_na#0__cfg,$c1_3#ec_na#0__cfg,$c1_4#ec_na#0__cfg,$c1_5#ec_na#0__cfg,$e0_co#mc_ppm#0__cfg,$e0_no2#mc_ppb#0__cfg,$e0_o3#mc_ppb#0__cfg,$e0_so2#mc_ppb#0__cfg,c0_am0#am_ms#0,c0_pm10#pm_ugm3#0,c0_pm2p5#pm_ugm3#0,c0_rh0#rh_p#0,c0_tm0#tm_c#0,c0_wv0#wv_deg#0,c1_0#ec_na#0,c1_3#ec_na#0,c1_4#ec_na#0,c1_5#ec_na#0,e0_co#mc_ppm#0,e0_no2#mc_ppb#0,e0_o3#mc_ppb#0,e0_so2#mc_ppb#0
264,1671008419,2022-12-14T09:00:19Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-12.98828125,-0.878906012,182.8125,100,5.27,25.47,1.43
265,1671008423,2022-12-14T09:00:23Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-13.08593845,-0.976562023,183.0078125,100,5.27,25.47,1.43
266,1671008427,2022-12-14T09:00:27Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-13.37890625,-1.269531012,182.7148438,100,5.27,25.47,1.43
267,1671008431,2022-12-14T09:00:31Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.46875,-12.69531155,-1.5625,181.8359375,100,5.27,25.47,1.43
268,1671008435,2022-12-14T09:00:35Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.371094227,-11.81640625,-1.660156012,181.1523438,100,5.27,25.47,1.43
269,1671008439,2022-12-14T09:00:39Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.46875,-11.91406155,-1.855468988,181.25,100,5.27,25.47,1.43
270,1671008443,2022-12-14T09:00:43Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-11.71875,-2.148437977,181.7382813,100,5.27,25.47,1.43
271,1671008447,2022-12-14T09:00:47Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-11.71875,-2.050781012,180.9570313,100,5.27,25.47,1.43
272,1671008451,2022-12-14T09:00:51Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-12.40234375,-1.5625,181.0546875,100,5.27,25.47,1.43
273,1671008455,2022-12-14T09:00:55Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.98828125,-1.464843988,180.46875,100,5.27,25.47,1.43
274,1671008459,2022-12-14T09:00:59Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-12.5,-1.5625,180.6640625,100,5.27,25.47,1.43
275,1671008463,2022-12-14T09:01:03Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.20703125,-1.269531012,180.2734375,100,5.27,25.47,1.43
276,1671008468,2022-12-14T09:01:08Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.5,-1.367187977,180.2734375,100,5.27,25.47,1.43
277,1671008472,2022-12-14T09:01:12Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.30468845,-1.464843988,178.3203125,100,5.27,25.47,1.43
278,1671008476,2022-12-14T09:01:16Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-12.30468845,-1.5625,178.4179688,100,5.27,25.47,1.43
279,1671008480,2022-12-14T09:01:20Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-12.59765625,-1.5625,178.8085938,100,5.27,25.47,1.43
280,1671008484,2022-12-14T09:01:24Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.69531155,-1.660156012,179.3945313,100,5.27,25.47,1.43
281,1671008488,2022-12-14T09:01:28Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-12.40234375,-1.953125,181.1523438,100,5.27,25.47,1.43
282,1671008493,2022-12-14T09:01:33Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-12.01171875,-1.855468988,182.5195313,100,5.27,25.47,1.43
283,1671008497,2022-12-14T09:01:37Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-12.109375,-1.464843988,182.7148438,100,5.27,25.47,1.43
284,1671008501,2022-12-14T09:01:41Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-12.30468845,-1.5625,181.4453125,100,5.27,25.47,1.43
285,1671008505,2022-12-14T09:01:45Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-11.81640625,-1.464843988,181.5429688,100,5.27,25.47,1.43
286,1671008510,2022-12-14T09:01:50Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-12.20703125,-1.269531012,180.078125,100,5.27,25.47,1.43
287,1671008515,2022-12-14T09:01:55Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-12.20703125,-1.464843988,180.859375,100,5.27,25.47,1.43
288,1671008519,2022-12-14T09:01:59Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.52343845,-1.5625,181.0546875,100,5.27,25.47,1.43
289,1671008523,2022-12-14T09:02:03Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-11.62109375,-1.269531012,181.640625,100,5.27,25.47,1.43
290,1671008527,2022-12-14T09:02:07Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.109375,-1.5625,180.9570313,100,5.27,25.47,1.43
291,1671008531,2022-12-14T09:02:11Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.30468845,-1.5625,181.7382813,100,5.27,25.47,1.43
292,1671008535,2022-12-14T09:02:15Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-12.01171875,-1.757812023,181.0546875,100,5.27,25.47,1.43
293,1671008540,2022-12-14T09:02:20Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-11.23046875,-1.953125,179.296875,100,5.27,25.47,1.43
294,1671008544,2022-12-14T09:02:24Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.23046875,-1.953125,179.9804688,100,5.27,25.47,1.43
295,1671008548,2022-12-14T09:02:28Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.62109375,-1.953125,180.1757813,100,5.27,25.47,1.43
296,1671008552,2022-12-14T09:02:32Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.52343845,-1.660156012,179.8828125,100,5.27,25.47,1.43
297,1671008556,2022-12-14T09:02:36Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.20703125,-1.464843988,179.4921875,100,5.27,25.47,1.43
298,1671008561,2022-12-14T09:02:41Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-13.76953125,-1.367187977,179.1992188,100,5.27,25.47,1.43
299,1671008565,2022-12-14T09:02:45Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-15.234375,-1.269531012,179.1015625,100,5.27,25.47,1.43
300,1671008569,2022-12-14T09:02:49Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-14.84375,-1.269531012,179.1992188,100,5.27,25.47,1.43
301,1671008573,2022-12-14T09:02:53Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-14.453125,-1.660156012,179.296875,100,5.27,25.47,1.43
302,1671008577,2022-12-14T09:02:57Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.371094227,-13.37890625,-1.855468988,179.5898438,100,5.27,25.47,1.43
303,1671008582,2022-12-14T09:03:02Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-12.59765625,-1.855468988,179.6875,100,5.27,25.47,1.43
304,1671008586,2022-12-14T09:03:06Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-11.71875,-2.050781012,179.9804688,100,5.27,25.47,1.43
305,1671008590,2022-12-14T09:03:10Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-11.23046875,-1.757812023,180.3710938,100,5.27,25.47,1.43
306,1671008594,2022-12-14T09:03:14Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-12.30468845,-1.5625,180.46875,100,5.27,25.47,1.43
307,1671008598,2022-12-14T09:03:18Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-11.71875,-1.660156012,180.6640625,100,5.27,25.47,1.43
308,1671008603,2022-12-14T09:03:23Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-11.42578125,-1.660156012,180.3710938,100,5.27,25.47,1.43
309,1671008607,2022-12-14T09:03:27Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.03515625,-1.464843988,181.7382813,100,5.27,25.47,1.43
310,1671008611,2022-12-14T09:03:31Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-10.35156155,-1.5625,181.0546875,100,5.27,25.47,1.43
311,1671008614,2022-12-14T09:03:34Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-10.44921875,-1.367187977,179.9804688,100,5.27,25.47,1.43
312,1671008618,2022-12-14T09:03:38Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.03515625,-0.878906012,178.7109375,100,5.27,25.47,1.43
313,1671008623,2022-12-14T09:03:43Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-11.03515625,-0.683593988,181.0546875,100,5.27,25.47,1.43
314,1671008627,2022-12-14T09:03:47Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-11.62109375,-0.878906012,179.8828125,100,5.27,25.47,1.43
315,1671008629,2022-12-14T09:03:49Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-11.52343845,-0.976562023,179.3945313,100,5.27,25.47,1.43
316,1671008632,2022-12-14T09:03:52Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-12.01171875,-0.976562023,181.25,100,5.27,25.47,1.43
317,1671008636,2022-12-14T09:03:56Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-12.20703125,-1.757812023,182.9101563,100,5.27,25.47,1.43
